gid,id,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
MLS193510122,blakf101,NNS,1,value,15,,19,2,,,0,0,0,2,,3,0,0,0,0,,,,,,,,1,,1,19351012,2,PHI11,v,MLS,0,0,1,exhibition,y,
MLS193510122,swifb101,MLS,1,value,15,,17,1,,,0,0,0,1,,2,0,0,0,0,,,,,,,,1,,1,19351012,2,PHI11,h,NNS,0,0,1,exhibition,y,
KCM193510130,bowmj101,MLS,1,value,12,0,18,7,1,0,0,4,4,0,0,2,0,1,0,0,0,0,0,0,,1,,1,,,19351013,0,KAN05,v,KCM,0,1,0,exhibition,y,d
KCM193510130,rowes101,MLS,2,value,6,0,9,2,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,,,,,,,19351013,0,KAN05,v,KCM,0,1,0,exhibition,y,d
KCM193510130,bridt101,MLS,3,value,6,0,9,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,19351013,0,KAN05,v,KCM,0,1,0,exhibition,y,d
KCM193510130,paigs101,KCM,1,value,9,0,10,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,,,1,,,19351013,0,KAN05,h,MLS,1,0,0,exhibition,y,d
KCM193510130,bevec101,KCM,2,value,18,0,23,4,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,1,,,1,,1,,19351013,0,KAN05,h,MLS,1,0,0,exhibition,y,d
NNS193510131,deand102,ASD,1,value,27,,36,8,,,0,0,0,3,,9,0,0,0,3,,,,,1,,,1,,1,19351013,1,NYC16,v,NNS,1,0,0,exhibition,y,
NNS193510131,taylj108,NNS,1,value,21,,32,10,,,0,3,,3,,8,0,0,0,0,,,,,,1,,1,,,19351013,1,NYC16,h,ASD,0,1,0,exhibition,y,
NNS193510131,stann101,NNS,2,value,6,,5,0,,,0,0,0,0,,1,0,0,0,0,,,,,,,,,1,,19351013,1,NYC16,h,ASD,0,1,0,exhibition,y,
NNS193510132,swifb101,ASD,1,value,9,,,,,,,0,0,,,,,,,,,,,,1,,,1,,,19351013,2,NYC16,v,NNS,1,0,0,exhibition,,
NNS193510132,winfj101,ASD,2,value,6,,,,,,,0,0,,,,,,,,,,,,,,,,1,,19351013,2,NYC16,v,NNS,1,0,0,exhibition,,
NNS193510132,matll101,NNS,1,value,15,,,4,,,,1,,,,,,,,,,,,,,1,,1,,1,19351013,2,NYC16,h,ASD,0,1,0,exhibition,,
ASD193510140,mcdow101,NNS,1,value,15,,21,6,,,0,1,,,,,0,0,0,0,,,,,1,,,1,,,19351014,0,YOR01,v,ASD,1,0,0,exhibition,y,
ASD193510140,holml101,NNS,2,value,12,,15,3,,,0,0,,,,,0,0,0,0,,,,,,,,,1,,19351014,0,YOR01,v,ASD,1,0,0,exhibition,y,
ASD193510140,deand102,ASD,1,value,9,,14,5,,,1,4,,,,,0,0,0,0,,,,,,1,,1,,,19351014,0,YOR01,h,NNS,0,1,0,exhibition,y,
ASD193510140,winfj101,ASD,2,value,3,,9,7,,,1,7,,,,,0,0,0,0,,,,,,,,,,,19351014,0,YOR01,h,NNS,0,1,0,exhibition,y,
ASD193510140,thevt101,ASD,3,value,15,,19,3,,,0,0,,,,,0,0,0,0,,,,,,,,,1,,19351014,0,YOR01,h,NNS,0,1,0,exhibition,y,
PRG193510190,frasv101,PIR,1,value,21,,35,10,,,2,7,,2,,1,0,0,0,0,,,,,,1,,1,,,19351019,0,LOS02,v,PRG,0,1,0,exhibition,y,
PRG193510190,munnl101,PIR,2,value,3,,6,3,,,0,1,,0,,1,0,0,0,0,,,,,,,,,1,,19351019,0,LOS02,v,PRG,0,1,0,exhibition,y,
PRG193510190,grifr101,PRG,1,value,27,,35,7,,,0,3,,1,,6,0,0,0,0,,,,,1,,,1,,1,19351019,0,LOS02,h,PIR,1,0,0,exhibition,y,
PRG193510201,frenl101,PIR,1,value,25,,39,10,,,0,5,,3,,12,1,0,0,1,,,,,,1,,1,,1,19351020,1,LOS02,v,PRG,0,1,0,exhibition,y,
PRG193510201,thoms105,PRG,1,value,24,,37,10,,,1,4,,4,,7,0,0,0,0,,,,,,,,1,,,19351020,1,LOS02,h,PIR,1,0,0,exhibition,y,
PRG193510201,grifr101,PRG,2,value,3,,4,0,,,0,0,0,1,,2,0,0,0,0,,,,,1,,,,1,,19351020,1,LOS02,h,PIR,1,0,0,exhibition,y,
PRG193510202,munnl101,PIR,1,value,15,,20,6,,,0,2,,1,,3,0,0,0,0,,,,,1,,,1,,1,19351020,2,LOS02,v,PRG,1,0,0,exhibition,y,
PRG193510202,younu101,PRG,1,value,15,,24,8,,,1,4,,2,,2,0,0,0,0,,,,,,1,,1,,1,19351020,2,LOS02,h,PIR,0,1,0,exhibition,y,
ALM193510250,matll101,PTC,1,value,24,0,36,12,2,1,0,4,4,0,0,3,0,0,0,0,0,0,0,0,,,,1,,,19351025,0,MEX01,v,ALM,0,0,1,exhibition,y,y
ALM193510250,davir103,PTC,2,value,9,0,13,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19351025,0,MEX01,v,ALM,0,0,1,exhibition,y,y
ALM193510250,white102,ALM,1,value,27,0,43,11,1,1,1,6,4,3,0,2,0,0,0,0,0,1,0,0,,,,1,,,19351025,0,MEX01,h,PTC,0,0,1,exhibition,y,y
ALM193510250,kennv101,ALM,2,value,6,0,9,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,,,,,1,,19351025,0,MEX01,h,PTC,0,0,1,exhibition,y,y
ALM193510260,kinch101,PTC,1,value,9,,16,6,,,1,6,,2,,0,0,1,0,0,,,,,,1,,1,,,19351026,0,MEX01,v,ALM,0,1,0,exhibition,y,
ALM193510260,carts102,PTC,2,value,15,,25,10,,,1,5,,0,,1,1,0,0,0,,,,,,,,,1,,19351026,0,MEX01,v,ALM,0,1,0,exhibition,y,
ALM193510260,lyont102,ALM,1,value,27,,32,6,,,0,1,,1,,3,0,0,0,1,,,,,1,,,1,,1,19351026,0,MEX01,h,PTC,1,0,0,exhibition,y,
ALM193510270,huntb106,PTC,1,value,24,0,40,9,1,0,1,7,7,7,0,6,0,2,0,1,0,2,0,0,,1,,1,,1,19351027,0,MEX01,v,ALM,0,1,0,exhibition,y,y
ALM193510270,knotj102,ALM,1,value,27,0,39,9,3,0,0,2,2,5,0,3,0,0,0,1,0,0,0,1,1,,,1,,1,19351027,0,MEX01,h,PTC,1,0,0,exhibition,y,y
ASD193510310,paigs101,PRG,1,value,12,,16,2,,,0,2,,2,,7,0,1,0,0,,,,,,,,1,,,19351031,0,LOS02,v,ASD,0,1,0,exhibition,y,
ASD193510310,brewc102,PRG,2,value,12,,17,5,,,0,3,,0,,4,0,0,0,0,,,,,,1,,,1,,19351031,0,LOS02,v,ASD,0,1,0,exhibition,y,
ASD193510310,deand102,ASD,1,value,21,,27,5,,,0,2,,1,,7,0,0,0,1,,,,,,,,1,,,19351031,0,LOS02,h,PRG,1,0,0,exhibition,y,
ASD193510310,kimbn101,ASD,2,value,6,,10,4,,,0,2,,0,,2,0,1,0,0,,,,,1,,,,1,,19351031,0,LOS02,h,PRG,1,0,0,exhibition,y,
PRG193511090,frasv101,PIR,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19351109,0,LOS02,v,PRG,0,1,0,exhibition,,
PRG193511090,malic101,PIR,1,value,21,,,,,,,,,,,,,,,,,,,,,1,,1,,,19351109,0,LOS02,v,PRG,0,1,0,exhibition,,
PRG193511090,brewc102,PRG,1,value,27,,,8,,,1,5,,,,,,,,,,,,,1,,,1,,1,19351109,0,LOS02,h,PIR,1,0,0,exhibition,,
PRG193511101,munnl101,PIR,1,value,24,,38,11,1,0,0,7,,3,,3,0,0,0,1,,,,,,1,,1,,1,19351110,1,LOS02,v,PRG,0,1,0,exhibition,y,
PRG193511101,paigs101,PRG,1,value,15,,18,2,0,0,0,0,0,0,0,7,0,0,0,,0,,,,1,,,1,,,19351110,1,LOS02,h,PIR,1,0,0,exhibition,y,
PRG193511101,grifr101,PRG,2,value,12,,13,0,0,0,0,0,0,1,,6,0,0,0,,0,,,,,,1,,1,,19351110,1,LOS02,h,PIR,1,0,0,exhibition,y,
PRG193511102,stinl101,PIR,1,value,15,,21,6,2,0,0,2,,0,,2,0,0,0,0,,,,,1,,,1,,1,19351110,2,LOS02,v,PRG,1,0,0,exhibition,y,
PRG193511102,thoms105,PRG,1,value,15,,23,8,1,0,0,3,,1,,1,0,0,0,1,,,,,,1,,1,,1,19351110,2,LOS02,h,PIR,0,1,0,exhibition,y,
PRG193512011,stinl101,PIR,1,value,18,,27,7,,0,0,4,3,1,,2,1,0,0,2,,,,,,,,1,,,19351201,1,LOS02,v,PRG,0,1,0,exhibition,y,
PRG193512011,mcdoh101,PIR,2,value,6,,9,2,,0,0,2,2,2,,1,0,1,0,0,,,,,,1,,,1,,19351201,1,LOS02,v,PRG,0,1,0,exhibition,y,
PRG193512011,grifr101,PRG,1,value,27,,40,7,1,0,0,4,2,6,,12,0,0,0,1,,,,,1,,,1,,1,19351201,1,LOS02,h,PIR,1,0,0,exhibition,y,
PRG193512012,malic101,PIR,1,value,12,,16,3,1,0,2,4,4,2,,2,0,0,0,0,,,,,,1,,1,,1,19351201,2,LOS02,v,PRG,0,1,0,exhibition,y,
PRG193512012,paigs101,PRG,1,value,15,,19,1,0,0,0,0,0,4,,5,0,1,0,0,,,,,1,,,1,,1,19351201,2,LOS02,h,PIR,1,0,0,exhibition,y,
PRG193512221,munnl101,PIR,1,value,24,,,14,,,2,11,,,,,,,,,,,,,,1,,1,,1,19351222,1,LOS02,v,PRG,0,1,0,exhibition,,
PRG193512221,brewc102,PRG,2,value,15,,,,,,,0,0,,,,,,,,,,,,1,,,,1,,19351222,1,LOS02,h,PIR,1,0,0,exhibition,,
PRG193512221,paigs101,PRG,1,value,12,,,,,,,3,,,,,,,,,,,,,,,,1,,,19351222,1,LOS02,h,PIR,1,0,0,exhibition,,
PRG193512222,mcdoh101,PIR,1,value,12,,,7,,,,5,,,,,,,,,,,,,,1,,1,,1,19351222,2,LOS02,v,PRG,0,1,0,exhibition,,
PRG193512222,thoms105,PRG,1,value,15,,,3,,,,3,,,,,,,,,,,,,1,,,1,,1,19351222,2,LOS02,h,PIR,1,0,0,exhibition,,
HOM193604131,howar101,WEG,1,value,10,0,18,6,1,0,1,6,5,1,0,1,0,0,0,0,0,0,0,0,,1,,1,,,19360413,1,ATL04,v,HOM,0,1,0,exhibition,y,d
HOM193604131,byrdb101,WEG,2,value,14,0,20,7,1,0,0,4,4,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,19360413,1,ATL04,v,HOM,0,1,0,exhibition,y,d
HOM193604131,browr103,HOM,1,value,27,0,31,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,,,1,,1,19360413,1,ATL04,h,WEG,1,0,0,exhibition,y,d
HOM193604132,evanf101,WEG,1,value,18,,,,,,,3,,,,,,,,,,,,,,1,,1,,1,19360413,2,ATL04,v,HOM,0,1,0,exhibition,,
HOM193604132,welmr101,HOM,1,value,21,,,,,,0,0,0,,,,,,,,,,,,1,,,1,,1,19360413,2,ATL04,h,WEG,1,0,0,exhibition,,
HOM193604190,day-l101,NW2,1,value,21,3,25,7,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,,,1,,,19360419,0,ATL04,v,HOM,1,0,0,exhibition,y,d
HOM193604190,evanb105,NW2,2,value,6,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,1,,1,,19360419,0,ATL04,v,HOM,1,0,0,exhibition,y,d
HOM193604190,browr103,HOM,1,value,27,0,31,5,1,0,0,2,1,1,0,3,0,0,0,0,0,1,0,0,,1,,1,,1,19360419,0,ATL04,h,NW2,0,1,0,exhibition,y,d
HOM193604200,bevec101,NW2,1,value,18,0,20,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,,,1,,,19360420,0,ATL04,v,HOM,1,0,0,exhibition,y,d
HOM193604200,mcdut101,NW2,2,value,9,0,18,8,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,,,1,,1,,19360420,0,ATL04,v,HOM,1,0,0,exhibition,y,d
HOM193604200,welmr101,HOM,1,value,19,0,30,8,1,0,0,7,6,4,0,3,0,0,0,0,0,1,0,0,,1,,1,,,19360420,0,ATL04,h,NW2,0,1,0,exhibition,y,d
HOM193604200,parkt101,HOM,2,value,8,0,14,6,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,19360420,0,ATL04,h,NW2,0,1,0,exhibition,y,d
NW2193604220,bevec101,NW2,1,value,,,,,,,,,,,,,,,,,,,,,1,,,1,,,19360422,0,ATH01,h,HOM,1,0,0,exhibition,,
NW2193604220,nichb102,NW2,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19360422,0,ATH01,h,HOM,1,0,0,exhibition,,
PTC193605050,howar101,WEG,1,value,12,,19,6,0,0,0,2,,1,,0,,,,,,,,,,,,1,,,19360505,0,PIT09,v,PTC,1,0,0,exhibition,y,
PTC193605050,grifb102,WEG,2,value,15,,18,1,0,0,0,0,0,2,,3,,,,,,,,,1,,,,1,,19360505,0,PIT09,v,PTC,1,0,0,exhibition,y,
PTC193605050,smitt105,PTC,1,value,13,,19,5,,,1,5,,1,,1,,,,,,,,,,1,,1,,,19360505,0,PIT09,h,WEG,0,1,0,exhibition,y,
PTC193605050,carts102,PTC,2,value,11,,14,2,,,0,1,,1,,2,,,,,,,,,,,,,,,19360505,0,PIT09,h,WEG,0,1,0,exhibition,y,
PTC193605050,duncs101,PTC,3,value,3,,5,2,,,0,1,,0,0,0,,,,,,,,,,,,,1,,19360505,0,PIT09,h,WEG,0,1,0,exhibition,y,
NW2193605090,porta103,WEG,1,value,25,0,35,5,0,1,0,3,3,4,0,0,0,0,0,0,0,0,0,0,1,,,1,,,19360509,0,NWK04,v,NW2,1,0,0,regular,y,d
NW2193605090,willj117,WEG,2,value,0,0,2,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,19360509,0,NWK04,v,NW2,1,0,0,regular,y,d
NW2193605090,grifb102,WEG,3,value,2,0,4,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,,,1,,1,,19360509,0,NWK04,v,NW2,1,0,0,regular,y,d
NW2193605090,day-l101,NW2,1,value,17,0,22,5,0,0,4,4,4,1,0,0,0,0,0,0,0,1,0,0,,1,,1,,,19360509,0,NWK04,h,WEG,0,1,0,regular,y,d
NW2193605090,bevec101,NW2,2,value,10,0,17,4,0,0,2,4,4,3,0,0,0,0,0,0,0,0,0,0,,,,,1,,19360509,0,NWK04,h,WEG,0,1,0,regular,y,d
NY6193605090,matll101,PTC,1,value,19,0,23,4,1,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,,,1,,,19360509,0,PAT01,v,NY6,1,0,0,regular,y,d
NY6193605090,harvb101,PTC,2,value,8,0,18,6,3,1,0,5,4,5,0,2,0,0,0,0,0,0,0,0,,,1,,1,,19360509,0,PAT01,v,NY6,1,0,0,regular,y,d
NY6193605090,stann101,NY6,1,value,15,0,27,7,3,0,0,6,5,4,0,0,0,0,0,1,0,1,0,1,,1,,1,,,19360509,0,PAT01,h,PTC,0,1,0,regular,y,d
NY6193605090,albrt101,NY6,2,value,6,0,19,7,2,0,2,12,6,3,0,0,0,0,0,0,0,5,0,0,,,,,,,19360509,0,PAT01,h,PTC,0,1,0,regular,y,d
NY6193605090,salal101,NY6,3,value,6,0,9,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,,,,,1,,19360509,0,PAT01,h,PTC,0,1,0,regular,y,d
PH5193605090,gisew101,HOM,1,value,1,0,7,3,2,0,0,6,5,2,0,1,1,0,0,0,0,0,0,0,,,,1,,,19360509,0,PHI16,v,PH5,0,1,0,regular,y,d
PH5193605090,waita101,HOM,2,value,12,0,23,7,2,0,1,5,5,2,0,2,1,0,0,1,0,1,0,0,,,,,,,19360509,0,PHI16,v,PH5,0,1,0,regular,y,d
PH5193605090,dulal101,HOM,3,value,13,0,19,4,1,0,0,3,2,4,0,2,0,0,0,0,0,0,2,0,,1,,,1,,19360509,0,PHI16,v,PH5,0,1,0,regular,y,d
PH5193605090,thoms105,PH5,1,value,18,3,31,12,1,1,2,8,8,2,0,2,0,0,0,0,0,2,0,0,,,,1,,,19360509,0,PHI16,h,HOM,1,0,0,regular,y,d
PH5193605090,jones107,PH5,2,value,5,0,8,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,19360509,0,PHI16,h,HOM,1,0,0,regular,y,d
PH5193605090,mcdow101,PH5,3,value,4,0,11,4,1,0,0,4,1,1,0,2,0,0,0,0,0,0,0,0,1,,,,1,,19360509,0,PHI16,h,HOM,1,0,0,regular,y,d
CI1193605100,cornw101,CAG,1,value,9,,14,4,,0,0,3,3,0,,1,0,,,,,,,,,,,1,,,19360510,0,CIN07,v,CI1,1,0,0,exhibition,y,
CI1193605100,trent101,CAG,2,value,27,,41,11,,0,0,3,3,1,,5,1,,,,,,,,1,,,,1,,19360510,0,CIN07,v,CI1,1,0,0,exhibition,y,
CI1193605100,mossp101,CI1,1,value,19,,32,10,,0,0,6,6,2,,4,1,,,,,,,,,,,1,,,19360510,0,CIN07,h,CAG,0,1,0,exhibition,y,
CI1193605100,harrv104,CI1,2,value,17,,21,3,,0,0,1,1,1,,4,0,,,,,,,,,1,,,1,,19360510,0,CIN07,h,CAG,0,1,0,exhibition,y,
NW2193605101,grifb102,WEG,1,value,6,,12,3,,,1,4,,3,,1,0,,,0,,,,,,1,,1,,,19360510,1,NWK04,v,NW2,0,1,0,regular,y,
NW2193605101,byrdb101,WEG,2,value,18,,25,6,,,1,6,,1,,1,0,,,0,,,,,,,,,1,,19360510,1,NWK04,v,NW2,0,1,0,regular,y,
NW2193605101,mcdut101,NW2,1,value,27,,39,10,0,0,0,6,,2,,3,0,,,0,,0,,,1,,,1,,1,19360510,1,NWK04,h,WEG,1,0,0,regular,y,
NW2193605102,grifb102,WEG,1,value,25,0,31,7,2,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,1,,1,,1,19360510,2,NWK04,v,NW2,0,1,0,regular,y,d
NW2193605102,evanb105,NW2,1,value,3,0,7,3,1,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,,,,1,,,19360510,2,NWK04,h,WEG,1,0,0,regular,y,d
NW2193605102,bellw101,NW2,2,value,24,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,,19360510,2,NWK04,h,WEG,1,0,0,regular,y,d
NY6193605101,paigs101,PTC,1,value,27,0,41,10,1,1,0,4,4,3,0,12,0,0,0,0,0,0,0,1,1,,,1,,1,19360510,1,NYC25,v,NY6,1,0,0,regular,y,d
NY6193605101,brewc102,NY6,1,value,24,0,41,12,2,0,2,8,8,4,0,4,0,0,0,1,0,0,0,0,,1,,1,,,19360510,1,NYC25,h,PTC,0,1,0,regular,y,d
NY6193605101,tianl102,NY6,2,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,1,,19360510,1,NYC25,h,PTC,0,1,0,regular,y,d
NY6193605102,stres101,PTC,1,value,27,0,45,17,2,0,0,5,5,1,0,5,1,0,0,1,0,0,0,0,1,,,1,,1,19360510,2,NYC25,v,NY6,1,0,0,regular,y,d
NY6193605102,taylj108,NY6,1,value,25,0,37,7,1,0,2,6,6,8,0,9,0,0,1,2,0,0,0,0,,1,,1,,,19360510,2,NYC25,h,PTC,0,1,0,regular,y,d
NY6193605102,tianl102,NY6,2,value,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19360510,2,NYC25,h,PTC,0,1,0,regular,y,d
PH5193605101,browr103,HOM,1,value,24,,36,8,2,0,1,7,,3,,1,0,,,0,,,,,,1,,1,,1,19360510,1,PHI17,v,PH5,0,1,0,regular,y,
PH5193605101,yokel101,PH5,1,value,21,,34,8,,0,0,3,,4,,4,0,,,0,,,,,1,,,1,,,19360510,1,PHI17,h,HOM,1,0,0,regular,y,
PH5193605101,jones107,PH5,2,value,6,,8,2,,0,0,0,0,0,,0,0,,,0,,,,,,,,,1,,19360510,1,PHI17,h,HOM,1,0,0,regular,y,
PH5193605102,parkt101,HOM,1,value,21,,33,12,,,,7,,,,,,,,,,,,,,1,,1,,1,19360510,2,PHI17,v,PH5,0,1,0,regular,y,
PH5193605102,mcdow101,PH5,1,value,21,,27,6,,,,3,3,,,,,,,,,,,,1,,,1,,1,19360510,2,PHI17,h,HOM,1,0,0,regular,y,
NW2193605110,holml101,WEG,1,value,17,,22,5,,,,3,,,,,,,,,,,,,,1,,1,,,19360511,0,NWK04,v,NW2,0,1,0,regular,y,
NW2193605110,porta103,WEG,2,value,7,,8,1,,,,0,,,,,,,,,,,,,,,,,1,,19360511,0,NWK04,v,NW2,0,1,0,regular,y,
NW2193605110,day-l101,NW2,1,value,27,,37,7,,,,1,,,,,,,,,,,,,1,,,1,,1,19360511,0,NWK04,h,WEG,1,0,0,regular,y,
PH5193605110,gisew101,HOM,1,value,13,,21,8,,,,7,,,,,,,,,,,,,,1,,1,,,19360511,0,PHI17,v,PH5,0,1,0,exhibition,y,
PH5193605110,dulal101,HOM,2,value,8,,11,3,,,,2,,,,,,,,,,,,,,,,,1,,19360511,0,PHI17,v,PH5,0,1,0,exhibition,y,
PH5193605110,huntb106,PH5,1,value,6,,12,6,,,,2,,,,,,,,,,,,,,,,1,,,19360511,0,PHI17,h,HOM,1,0,0,exhibition,y,
PH5193605110,ellir105,PH5,2,value,18,,18,0,,,,0,,,,,,,,,,,,,1,,,,1,,19360511,0,PHI17,h,HOM,1,0,0,exhibition,y,
PH5193605120,waita101,HOM,1,value,18,,28,7,0,0,2,5,,3,,0,0,,,0,,,,,,1,,1,,1,19360512,0,CAM03,v,PH5,0,1,0,exhibition,y,
PH5193605120,huntb106,PH5,1,value,15,,22,5,0,0,0,3,,2,,0,0,,,0,,,,,1,,,1,,,19360512,0,CAM03,h,HOM,1,0,0,exhibition,y,
PH5193605120,thoms105,PH5,2,value,6,,8,0,0,0,0,0,0,2,,1,0,,,0,,,,,,,1,,1,,19360512,0,CAM03,h,HOM,1,0,0,exhibition,y,
PH5193605140,stroj103,HOM,,value,21,,33,11,1,1,0,4,,1,,4,0,,,0,,,,,1,,,1,,1,19360514,0,WIL08,v,PH5,1,0,0,exhibition,y,
PH5193605140,smitu102,PH5,,value,12,,25,11,0,,2,7,,2,,1,0,,,0,,,,,,1,,1,,,19360514,0,WIL08,h,HOM,0,1,0,exhibition,y,
PH5193605140,jones107,PH5,,value,9,,16,6,0,,1,4,,1,,2,0,,,0,,,,,,,,,1,,19360514,0,WIL08,h,HOM,0,1,0,exhibition,y,
PTC193605150,yokel101,PH5,1,value,27,,37,9,2,0,0,3,,1,,1,0,,,0,,,,,1,,,1,,1,19360515,0,PIT09,v,PTC,1,0,0,regular,y,
PTC193605150,harvb101,PTC,1,value,27,,42,9,2,1,1,8,,6,,3,0,,,0,,,,,,1,,1,,1,19360515,0,PIT09,h,PH5,0,1,0,regular,y,
NY6193605160,waita101,HOM,1,value,19,0,32,8,2,0,0,3,3,4,0,2,1,0,0,0,0,0,0,0,1,,,1,,,19360516,0,PAT01,v,NY6,1,0,0,regular,y,d
NY6193605160,gisew101,HOM,2,value,8,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,1,,1,,19360516,0,PAT01,v,NY6,1,0,0,regular,y,d
NY6193605160,tianl102,NY6,1,value,21,0,35,8,1,1,0,5,2,4,0,7,0,0,0,2,0,0,0,0,,1,,1,,,19360516,0,PAT01,h,HOM,0,1,0,regular,y,d
NY6193605160,salal101,NY6,2,value,6,0,9,1,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,,,,1,,19360516,0,PAT01,h,HOM,0,1,0,regular,y,d
PTC193605160,huntb106,PH5,1,value,15,,26,8,,0,1,5,5,3,,3,0,,,,,,,,,,,1,,,19360516,0,PIT09,v,PTC,0,1,0,regular,y,
PTC193605160,mcdow101,PH5,2,value,6,,9,2,,0,0,1,1,1,,0,0,,,,,,,,,,,,,,19360516,0,PIT09,v,PTC,0,1,0,regular,y,
PTC193605160,thoms105,PH5,3,value,4,,10,5,,0,0,4,4,1,,0,0,,,,,,,,,1,,,1,,19360516,0,PIT09,v,PTC,0,1,0,regular,y,
PTC193605160,matll101,PTC,1,value,25,,40,13,2,1,3,9,,1,,6,1,,,0,,,,,,,,1,,,19360516,0,PIT09,h,PH5,1,0,0,regular,y,
PTC193605160,carts102,PTC,2,value,2,,2,0,0,0,0,0,0,0,,0,0,,,0,,,,,1,,,,1,,19360516,0,PIT09,h,PH5,1,0,0,regular,y,
WEG193605160,mcdut101,NW2,1,value,15,3,24,6,0,0,0,5,4,2,0,3,0,0,0,3,0,0,0,0,,1,,1,,,19360516,0,WAS09,v,WEG,0,1,0,regular,y,y
WEG193605160,bellw101,NW2,2,value,9,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19360516,0,WAS09,v,WEG,0,1,0,regular,y,y
WEG193605160,grifb102,WEG,1,value,27,0,34,4,1,0,0,1,1,4,0,3,0,0,0,0,0,0,0,0,1,,,1,,1,19360516,0,WAS09,h,NW2,1,0,0,regular,y,y
NY6193605171,parkt101,HOM,1,value,24,,37,8,2,0,0,5,,4,,3,,,,3,,1,,,,1,,1,,1,19360517,1,NYC25,v,NY6,0,1,0,regular,y,
NY6193605171,dihim101,NY6,1,value,27,,36,4,0,0,0,1,,5,,11,,,,0,,1,,,1,,,1,,1,19360517,1,NYC25,h,HOM,1,0,0,regular,y,
NY6193605172,browr103,HOM,1,value,18,,35,15,,0,0,9,,2,,4,,,,,,,,,,,,,,,19360517,2,NYC25,v,NY6,0,0,1,regular,y,
NY6193605172,dulal101,HOM,2,value,12,,16,4,,0,0,0,,1,,1,,,,,,,,,,,,,,,19360517,2,NYC25,v,NY6,0,0,1,regular,y,
NY6193605172,salal101,NY6,1,value,13,,20,6,,0,2,6,,1,,6,,,,,,0,,,,,,,,,19360517,2,NYC25,h,HOM,0,0,1,regular,y,
NY6193605172,taylj108,NY6,2,value,1,,5,1,,0,1,3,,3,,1,,,,,,0,,,,,,,,,19360517,2,NYC25,h,HOM,0,0,1,regular,y,
NY6193605172,stann101,NY6,3,value,16,,23,2,,0,0,0,,5,,4,,,,,,0,,,,,,,,,19360517,2,NYC25,h,HOM,0,0,1,regular,y,
PTC193605171,ellir105,PH5,1,value,27,,37,10,2,0,0,2,,,,0,,,,,,,,,1,,,1,,1,19360517,1,PIT09,v,PTC,1,0,0,regular,y,
PTC193605171,paigs101,PTC,1,value,4,,10,5,,0,1,4,,,,0,,,,,,,,,,1,,1,,,19360517,1,PIT09,h,PH5,0,1,0,regular,y,
PTC193605171,stres101,PTC,1,value,23,,31,7,,0,0,2,,,,1,,,,,,,,,,,,,1,,19360517,1,PIT09,h,PH5,0,1,0,regular,y,
PTC193605172,thoms105,PH5,1,value,,,,,,,,,,,,,,,,,,,,,,1,,1,,,19360517,2,PIT09,v,PTC,0,1,0,exhibition,,
PTC193605172,mcdow101,PH5,2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19360517,2,PIT09,v,PTC,0,1,0,exhibition,,
